Date,Unemployment Value ,US Dollar Index 
2013-01-01,8.0,79.77
2013-01-02,8.0,79.84
2013-01-03,8.0,80.38
2013-01-04,8.0,80.5
2013-01-05,8.0,80.5
2013-01-06,8.0,80.5
2013-01-07,8.0,80.26
2013-01-08,8.0,80.34
2013-01-09,8.0,80.56
2013-01-10,8.0,79.74
2013-01-11,8.0,79.56
2013-01-12,8.0,79.56
2013-01-13,8.0,79.56
2013-01-14,8.0,79.49
2013-01-15,8.0,79.78
2013-01-16,8.0,79.8
2013-01-17,8.0,79.65
2013-01-18,8.0,80.04
2013-01-19,8.0,80.04
2013-01-20,8.0,80.04
2013-01-21,8.0,80.04
2013-01-22,8.0,79.87
2013-01-23,8.0,79.92
2013-01-24,8.0,79.95
2013-01-25,8.0,79.75
2013-01-26,8.0,79.75
2013-01-27,8.0,79.75
2013-01-28,8.0,79.75
2013-01-29,8.0,79.56
2013-01-30,8.0,79.28
2013-01-31,8.0,79.21
2013-02-01,7.7,79.21
2013-02-02,7.7,79.21
2013-02-03,7.7,79.21
2013-02-04,7.7,79.55
2013-02-05,7.7,79.49
2013-02-06,7.7,79.72
2013-02-07,7.7,80.19
2013-02-08,7.7,80.21
2013-02-09,7.7,80.21
2013-02-10,7.7,80.21
2013-02-11,7.7,80.31
2013-02-12,7.7,80.11
2013-02-13,7.7,80.09
2013-02-14,7.7,80.46
2013-02-15,7.7,80.58
2013-02-16,7.7,80.58
2013-02-17,7.7,80.58
2013-02-18,7.7,80.58
2013-02-19,7.7,80.47
2013-02-20,7.7,81.07
2013-02-21,7.7,81.46
2013-02-22,7.7,81.46
2013-02-23,7.7,81.46
2013-02-24,7.7,81.46
2013-02-25,7.7,81.67
2013-02-26,7.7,81.87
2013-02-27,7.7,81.6
2013-02-28,7.7,81.95
2013-03-01,7.5,82.28
2013-03-02,7.5,82.28
2013-03-03,7.5,82.28
2013-03-04,7.5,82.19
2013-03-05,7.5,82.09
2013-03-06,7.5,82.46
2013-03-07,7.5,82.08
2013-03-08,7.5,82.72
2013-03-09,7.5,82.72
2013-03-10,7.5,82.72
2013-03-11,7.5,82.57
2013-03-12,7.5,82.58
2013-03-13,7.5,82.89
2013-03-14,7.5,82.61
2013-03-15,7.5,82.13
2013-03-16,7.5,82.13
2013-03-17,7.5,82.13
2013-03-18,7.5,82.69
2013-03-19,7.5,82.99
2013-03-20,7.5,82.78
2013-03-21,7.5,82.74
2013-03-22,7.5,82.53
2013-03-23,7.5,82.53
2013-03-24,7.5,82.53
2013-03-25,7.5,82.83
2013-03-26,7.5,82.88
2013-03-27,7.5,83.22
2013-03-28,7.5,82.99
2013-03-29,7.5,83.22
2013-03-30,7.5,83.22
2013-03-31,7.5,83.22
2013-04-01,7.6,82.73
2013-04-02,7.6,82.92
2013-04-03,7.6,82.72
2013-04-04,7.6,82.68
2013-04-05,7.6,82.5
2013-04-06,7.6,82.5
2013-04-07,7.6,82.5
2013-04-08,7.6,82.75
2013-04-09,7.6,82.31
2013-04-10,7.6,82.53
2013-04-11,7.6,82.25
2013-04-12,7.6,82.13
2013-04-13,7.6,82.13
2013-04-14,7.6,82.13
2013-04-15,7.6,82.42
2013-04-16,7.6,81.75
2013-04-17,7.6,82.68
2013-04-18,7.6,82.56
2013-04-19,7.6,82.71
2013-04-20,7.6,82.71
2013-04-21,7.6,82.71
2013-04-22,7.6,82.68
2013-04-23,7.6,83.05
2013-04-24,7.6,83.05
2013-04-25,7.6,82.74
2013-04-26,7.6,82.47
2013-04-27,7.6,82.47
2013-04-28,7.6,82.47
2013-04-29,7.6,82.15
2013-04-30,7.6,81.75
2013-05-01,7.5,81.48
2013-05-02,7.5,82.22
2013-05-03,7.5,82.1
2013-05-04,7.5,82.1
2013-05-05,7.5,82.1
2013-05-06,7.5,82.31
2013-05-07,7.5,82.25
2013-05-08,7.5,81.9
2013-05-09,7.5,82.79
2013-05-10,7.5,83.14
2013-05-11,7.5,83.14
2013-05-12,7.5,83.14
2013-05-13,7.5,83.28
2013-05-14,7.5,83.59
2013-05-15,7.5,83.83
2013-05-16,7.5,83.59
2013-05-17,7.5,84.25
2013-05-18,7.5,84.25
2013-05-19,7.5,84.25
2013-05-20,7.5,83.74
2013-05-21,7.5,83.86
2013-05-22,7.5,84.35
2013-05-23,7.5,83.8
2013-05-24,7.5,83.7
2013-05-25,7.5,83.7
2013-05-26,7.5,83.7
2013-05-27,7.5,83.7
2013-05-28,7.5,84.1
2013-05-29,7.5,83.66
2013-05-30,7.5,83.04
2013-05-31,7.5,83.26
2013-06-01,7.5,83.26
2013-06-02,7.5,83.26
2013-06-03,7.5,82.66
2013-06-04,7.5,82.77
2013-06-05,7.5,82.59
2013-06-06,7.5,81.54
2013-06-07,7.5,81.67
2013-06-08,7.5,81.67
2013-06-09,7.5,81.67
2013-06-10,7.5,81.65
2013-06-11,7.5,81.11
2013-06-12,7.5,80.95
2013-06-13,7.5,80.75
2013-06-14,7.5,80.62
2013-06-15,7.5,80.62
2013-06-16,7.5,80.62
2013-06-17,7.5,80.79
2013-06-18,7.5,80.61
2013-06-19,7.5,81.43
2013-06-20,7.5,81.92
2013-06-21,7.5,82.41
2013-06-22,7.5,82.41
2013-06-23,7.5,82.41
2013-06-24,7.5,82.42
2013-06-25,7.5,82.58
2013-06-26,7.5,82.98
2013-06-27,7.5,82.9
2013-06-28,7.5,83.14
2013-06-29,7.5,83.14
2013-06-30,7.5,83.14
2013-07-01,7.3,83.05
2013-07-02,7.3,83.54
2013-07-03,7.3,83.23
2013-07-04,7.3,83.23
2013-07-05,7.3,84.44
2013-07-06,7.3,84.44
2013-07-07,7.3,84.44
2013-07-08,7.3,84.19
2013-07-09,7.3,84.58
2013-07-10,7.3,84.04
2013-07-11,7.3,82.75
2013-07-12,7.3,82.99
2013-07-13,7.3,82.99
2013-07-14,7.3,82.99
2013-07-15,7.3,83.04
2013-07-16,7.3,82.5
2013-07-17,7.3,82.71
2013-07-18,7.3,82.82
2013-07-19,7.3,82.62
2013-07-20,7.3,82.62
2013-07-21,7.3,82.62
2013-07-22,7.3,82.22
2013-07-23,7.3,81.94
2013-07-24,7.3,82.29
2013-07-25,7.3,81.97
2013-07-26,7.3,81.66
2013-07-27,7.3,81.66
2013-07-28,7.3,81.66
2013-07-29,7.3,81.66
2013-07-30,7.3,81.83
2013-07-31,7.3,81.45
2013-08-01,7.2,82.34
2013-08-02,7.2,81.91
2013-08-03,7.2,81.91
2013-08-04,7.2,81.91
2013-08-05,7.2,81.88
2013-08-06,7.2,81.6
2013-08-07,7.2,81.29
2013-08-08,7.2,80.98
2013-08-09,7.2,81.13
2013-08-10,7.2,81.13
2013-08-11,7.2,81.13
2013-08-12,7.2,81.33
2013-08-13,7.2,81.77
2013-08-14,7.2,81.71
2013-08-15,7.2,81.18
2013-08-16,7.2,81.26
2013-08-17,7.2,81.26
2013-08-18,7.2,81.26
2013-08-19,7.2,81.23
2013-08-20,7.2,80.91
2013-08-21,7.2,81.21
2013-08-22,7.2,81.49
2013-08-23,7.2,81.36
2013-08-24,7.2,81.36
2013-08-25,7.2,81.36
2013-08-26,7.2,81.41
2013-08-27,7.2,81.17
2013-08-28,7.2,81.43
2013-08-29,7.2,81.95
2013-08-30,7.2,82.09
2013-08-31,7.2,82.09
2013-09-01,7.2,82.09
2013-09-02,7.2,82.09
2013-09-03,7.2,82.36
2013-09-04,7.2,82.17
2013-09-05,7.2,82.63
2013-09-06,7.2,82.15
2013-09-07,7.2,82.15
2013-09-08,7.2,82.15
2013-09-09,7.2,81.79
2013-09-10,7.2,81.82
2013-09-11,7.2,81.52
2013-09-12,7.2,81.49
2013-09-13,7.2,81.45
2013-09-14,7.2,81.45
2013-09-15,7.2,81.45
2013-09-16,7.2,81.3
2013-09-17,7.2,81.14
2013-09-18,7.2,80.24
2013-09-19,7.2,80.37
2013-09-20,7.2,80.43
2013-09-21,7.2,80.43
2013-09-22,7.2,80.43
2013-09-23,7.2,80.45
2013-09-24,7.2,80.56
2013-09-25,7.2,80.33
2013-09-26,7.2,80.52
2013-09-27,7.2,80.29
2013-09-28,7.2,80.29
2013-09-29,7.2,80.29
2013-09-30,7.2,80.22
2013-10-01,7.2,80.14
2013-10-02,7.2,79.9
2013-10-03,7.2,79.75
2013-10-04,7.2,80.13
2013-10-05,7.2,80.13
2013-10-06,7.2,80.13
2013-10-07,7.2,79.94
2013-10-08,7.2,80.06
2013-10-09,7.2,80.38
2013-10-10,7.2,80.42
2013-10-11,7.2,80.41
2013-10-12,7.2,80.41
2013-10-13,7.2,80.41
2013-10-14,7.2,80.26
2013-10-15,7.2,80.48
2013-10-16,7.2,80.47
2013-10-17,7.2,79.65
2013-10-18,7.2,79.65
2013-10-19,7.2,79.65
2013-10-20,7.2,79.65
2013-10-21,7.2,79.69
2013-10-22,7.2,79.23
2013-10-23,7.2,79.26
2013-10-24,7.2,79.19
2013-10-25,7.2,79.19
2013-10-26,7.2,79.19
2013-10-27,7.2,79.19
2013-10-28,7.2,79.25
2013-10-29,7.2,79.61
2013-10-30,7.2,79.78
2013-10-31,7.2,80.19
2013-11-01,6.9,80.72
2013-11-02,6.9,80.72
2013-11-03,6.9,80.72
2013-11-04,6.9,80.55
2013-11-05,6.9,80.71
2013-11-06,6.9,80.48
2013-11-07,6.9,80.84
2013-11-08,6.9,81.3
2013-11-09,6.9,81.3
2013-11-10,6.9,81.3
2013-11-11,6.9,81.09
2013-11-12,6.9,81.19
2013-11-13,6.9,80.93
2013-11-14,6.9,81.02
2013-11-15,6.9,80.85
2013-11-16,6.9,80.85
2013-11-17,6.9,80.85
2013-11-18,6.9,80.83
2013-11-19,6.9,80.7
2013-11-20,6.9,81.11
2013-11-21,6.9,81.07
2013-11-22,6.9,80.71
2013-11-23,6.9,80.71
2013-11-24,6.9,80.71
2013-11-25,6.9,80.92
2013-11-26,6.9,80.61
2013-11-27,6.9,80.72
2013-11-28,6.9,80.72
2013-11-29,6.9,80.68
2013-11-30,6.9,80.68
2013-12-01,6.7,80.68
2013-12-02,6.7,80.92
2013-12-03,6.7,80.92
2013-12-04,6.7,80.62
2013-12-05,6.7,80.23
2013-12-06,6.7,80.31
2013-12-07,6.7,80.31
2013-12-08,6.7,80.31
2013-12-09,6.7,80.13
2013-12-10,6.7,79.97
2013-12-11,6.7,79.89
2013-12-12,6.7,80.21
2013-12-13,6.7,80.21
2013-12-14,6.7,80.21
2013-12-15,6.7,80.21
2013-12-16,6.7,80.07
2013-12-17,6.7,80.06
2013-12-18,6.7,80.11
2013-12-19,6.7,80.63
2013-12-20,6.7,80.58
2013-12-21,6.7,80.58
2013-12-22,6.7,80.58
2013-12-23,6.7,80.45
2013-12-24,6.7,80.45
2013-12-25,6.7,80.45
2013-12-26,6.7,80.48
2013-12-27,6.7,80.39
2013-12-28,6.7,80.39
2013-12-29,6.7,80.39
2013-12-30,6.7,80
2013-12-31,6.7,80.03
2014-01-01,6.6,80.03
2014-01-02,6.6,80.63
2014-01-03,6.6,80.79
2014-01-04,6.6,80.79
2014-01-05,6.6,80.79
2014-01-06,6.6,80.65
2014-01-07,6.6,80.83
2014-01-08,6.6,81.02
2014-01-09,6.6,81
2014-01-10,6.6,80.66
2014-01-11,6.6,80.66
2014-01-12,6.6,80.66
2014-01-13,6.6,80.51
2014-01-14,6.6,80.66
2014-01-15,6.6,81.03
2014-01-16,6.6,80.91
2014-01-17,6.6,81.22
2014-01-18,6.6,81.22
2014-01-19,6.6,81.22
2014-01-20,6.6,81.22
2014-01-21,6.6,81.1
2014-01-22,6.6,81.17
2014-01-23,6.6,80.44
2014-01-24,6.6,80.46
2014-01-25,6.6,80.46
2014-01-26,6.6,80.46
2014-01-27,6.6,80.52
2014-01-28,6.6,80.57
2014-01-29,6.6,80.5
2014-01-30,6.6,81.08
2014-01-31,6.6,81.31
2014-02-01,6.7,81.31
2014-02-02,6.7,81.31
2014-02-03,6.7,81.01
2014-02-04,6.7,81.12
2014-02-05,6.7,81.04
2014-02-06,6.7,80.91
2014-02-07,6.7,80.69
2014-02-08,6.7,80.69
2014-02-09,6.7,80.69
2014-02-10,6.7,80.64
2014-02-11,6.7,80.64
2014-02-12,6.7,80.68
2014-02-13,6.7,80.32
2014-02-14,6.7,80.15
2014-02-15,6.7,80.15
2014-02-16,6.7,80.15
2014-02-17,6.7,80.14
2014-02-18,6.7,80.01
2014-02-19,6.7,80.14
2014-02-20,6.7,80.29
2014-02-21,6.7,80.24
2014-02-22,6.7,80.24
2014-02-23,6.7,80.24
2014-02-24,6.7,80.2
2014-02-25,6.7,80.14
2014-02-26,6.7,80.43
2014-02-27,6.7,80.28
2014-02-28,6.7,79.69
2014-03-01,6.7,79.69
2014-03-02,6.7,79.69
2014-03-03,6.7,80.08
2014-03-04,6.7,80.17
2014-03-05,6.7,80.11
2014-03-06,6.7,79.66
2014-03-07,6.7,79.72
2014-03-08,6.7,79.72
2014-03-09,6.7,79.72
2014-03-10,6.7,79.77
2014-03-11,6.7,79.74
2014-03-12,6.7,79.61
2014-03-13,6.7,79.62
2014-03-14,6.7,79.45
2014-03-15,6.7,79.45
2014-03-16,6.7,79.45
2014-03-17,6.7,79.39
2014-03-18,6.7,79.41
2014-03-19,6.7,80
2014-03-20,6.7,80.19
2014-03-21,6.7,80.11
2014-03-22,6.7,80.11
2014-03-23,6.7,80.11
2014-03-24,6.7,79.93
2014-03-25,6.7,79.94
2014-03-26,6.7,80.03
2014-03-27,6.7,80.11
2014-03-28,6.7,80.18
2014-03-29,6.7,80.18
2014-03-30,6.7,80.18
2014-03-31,6.7,80.1
2014-04-01,6.2,80.09
2014-04-02,6.2,80.22
2014-04-03,6.2,80.47
2014-04-04,6.2,80.42
2014-04-05,6.2,80.42
2014-04-06,6.2,80.42
2014-04-07,6.2,80.23
2014-04-08,6.2,79.75
2014-04-09,6.2,79.48
2014-04-10,6.2,79.38
2014-04-11,6.2,79.45
2014-04-12,6.2,79.45
2014-04-13,6.2,79.45
2014-04-14,6.2,79.73
2014-04-15,6.2,79.8
2014-04-16,6.2,79.8
2014-04-17,6.2,79.83
2014-04-18,6.2,79.83
2014-04-19,6.2,79.83
2014-04-20,6.2,79.83
2014-04-21,6.2,79.94
2014-04-22,6.2,79.91
2014-04-23,6.2,79.86
2014-04-24,6.2,79.8
2014-04-25,6.2,79.75
2014-04-26,6.2,79.75
2014-04-27,6.2,79.75
2014-04-28,6.2,79.68
2014-04-29,6.2,79.81
2014-04-30,6.2,79.47
2014-05-01,6.3,79.53
2014-05-02,6.3,79.52
2014-05-03,6.3,79.52
2014-05-04,6.3,79.52
2014-05-05,6.3,79.49
2014-05-06,6.3,79.09
2014-05-07,6.3,79.2
2014-05-08,6.3,79.36
2014-05-09,6.3,79.9
2014-05-10,6.3,79.9
2014-05-11,6.3,79.9
2014-05-12,6.3,79.9
2014-05-13,6.3,80.14
2014-05-14,6.3,80.07
2014-05-15,6.3,80
2014-05-16,6.3,80.04
2014-05-17,6.3,80.04
2014-05-18,6.3,80.04
2014-05-19,6.3,79.99
2014-05-20,6.3,80.04
2014-05-21,6.3,80.09
2014-05-22,6.3,80.25
2014-05-23,6.3,80.39
2014-05-24,6.3,80.39
2014-05-25,6.3,80.39
2014-05-26,6.3,80.39
2014-05-27,6.3,80.35
2014-05-28,6.3,80.57
2014-05-29,6.3,80.49
2014-05-30,6.3,80.37
2014-05-31,6.3,80.37
2014-06-01,6.1,80.37
2014-06-02,6.1,80.64
2014-06-03,6.1,80.55
2014-06-04,6.1,80.66
2014-06-05,6.1,80.37
2014-06-06,6.1,80.41
2014-06-07,6.1,80.41
2014-06-08,6.1,80.41
2014-06-09,6.1,80.65
2014-06-10,6.1,80.82
2014-06-11,6.1,80.77
2014-06-12,6.1,80.58
2014-06-13,6.1,80.58
2014-06-14,6.1,80.58
2014-06-15,6.1,80.58
2014-06-16,6.1,80.47
2014-06-17,6.1,80.63
2014-06-18,6.1,80.58
2014-06-19,6.1,80.32
2014-06-20,6.1,80.37
2014-06-21,6.1,80.37
2014-06-22,6.1,80.37
2014-06-23,6.1,80.27
2014-06-24,6.1,80.33
2014-06-25,6.1,80.22
2014-06-26,6.1,80.22
2014-06-27,6.1,80.02
2014-06-28,6.1,80.02
2014-06-29,6.1,80.02
2014-06-30,6.1,79.78
2014-07-01,6.2,79.81
2014-07-02,6.2,79.96
2014-07-03,6.2,80.21
2014-07-04,6.2,80.27
2014-07-05,6.2,80.27
2014-07-06,6.2,80.27
2014-07-07,6.2,80.22
2014-07-08,6.2,80.18
2014-07-09,6.2,79.99
2014-07-10,6.2,80.13
2014-07-11,6.2,80.19
2014-07-12,6.2,80.19
2014-07-13,6.2,80.19
2014-07-14,6.2,80.19
2014-07-15,6.2,80.39
2014-07-16,6.2,80.56
2014-07-17,6.2,80.5
2014-07-18,6.2,80.52
2014-07-19,6.2,80.52
2014-07-20,6.2,80.52
2014-07-21,6.2,80.56
2014-07-22,6.2,80.78
2014-07-23,6.2,80.82
2014-07-24,6.2,80.87
2014-07-25,6.2,81.03
2014-07-26,6.2,81.03
2014-07-27,6.2,81.03
2014-07-28,6.2,81.03
2014-07-29,6.2,81.21
2014-07-30,6.2,81.43
2014-07-31,6.2,81.46
2014-08-01,6.1,81.3
2014-08-02,6.1,81.3
2014-08-03,6.1,81.3
2014-08-04,6.1,81.33
2014-08-05,6.1,81.33
2014-08-06,6.1,81.44
2014-08-07,6.1,81.52
2014-08-08,6.1,81.45
2014-08-09,6.1,81.45
2014-08-10,6.1,81.45
2014-08-11,6.1,81.47
2014-08-12,6.1,81.5
2014-08-13,6.1,81.6
2014-08-14,6.1,81.59
2014-08-15,6.1,81.42
2014-08-16,6.1,81.42
2014-08-17,6.1,81.42
2014-08-18,6.1,81.58
2014-08-19,6.1,81.88
2014-08-20,6.1,82.23
2014-08-21,6.1,82.15
2014-08-22,6.1,82.34
2014-08-23,6.1,82.34
2014-08-24,6.1,82.34
2014-08-25,6.1,82.55
2014-08-26,6.1,82.65
2014-08-27,6.1,82.43
2014-08-28,6.1,82.48
2014-08-29,6.1,82.75
2014-08-30,6.1,82.75
2014-08-31,6.1,82.75
2014-09-01,5.9,82.75
2014-09-02,5.9,82.99
2014-09-03,5.9,82.86
2014-09-04,5.9,83.82
2014-09-05,5.9,83.74
2014-09-06,5.9,83.74
2014-09-07,5.9,83.74
2014-09-08,5.9,84.23
2014-09-09,5.9,84.28
2014-09-10,5.9,84.28
2014-09-11,5.9,84.3
2014-09-12,5.9,84.24
2014-09-13,5.9,84.24
2014-09-14,5.9,84.24
2014-09-15,5.9,84.26
2014-09-16,5.9,84.07
2014-09-17,5.9,84.34
2014-09-18,5.9,84.32
2014-09-19,5.9,84.73
2014-09-20,5.9,84.73
2014-09-21,5.9,84.73
2014-09-22,5.9,84.75
2014-09-23,5.9,84.66
2014-09-24,5.9,85.04
2014-09-25,5.9,85.19
2014-09-26,5.9,85.64
2014-09-27,5.9,85.64
2014-09-28,5.9,85.64
2014-09-29,5.9,85.59
2014-09-30,5.9,85.94
2014-10-01,5.7,85.97
2014-10-02,5.7,85.6
2014-10-03,5.7,86.69
2014-10-04,5.7,86.69
2014-10-05,5.7,86.69
2014-10-06,5.7,85.93
2014-10-07,5.7,85.67
2014-10-08,5.7,85.3
2014-10-09,5.7,85.52
2014-10-10,5.7,85.91
2014-10-11,5.7,85.91
2014-10-12,5.7,85.91
2014-10-13,5.7,85.53
2014-10-14,5.7,85.82
2014-10-15,5.7,85.15
2014-10-16,5.7,84.95
2014-10-17,5.7,85.11
2014-10-18,5.7,85.11
2014-10-19,5.7,85.11
2014-10-20,5.7,84.95
2014-10-21,5.7,85.3
2014-10-22,5.7,85.74
2014-10-23,5.7,85.84
2014-10-24,5.7,85.73
2014-10-25,5.7,85.73
2014-10-26,5.7,85.73
2014-10-27,5.7,85.5
2014-10-28,5.7,85.41
2014-10-29,5.7,85.95
2014-10-30,5.7,86.15
2014-10-31,5.7,86.92
2014-11-01,5.8,86.92
2014-11-02,5.8,86.92
2014-11-03,5.8,87.31
2014-11-04,5.8,86.98
2014-11-05,5.8,87.44
2014-11-06,5.8,88.01
2014-11-07,5.8,87.64
2014-11-08,5.8,87.64
2014-11-09,5.8,87.64
2014-11-10,5.8,87.81
2014-11-11,5.8,87.53
2014-11-12,5.8,87.82
2014-11-13,5.8,87.67
2014-11-14,5.8,87.53
2014-11-15,5.8,87.53
2014-11-16,5.8,87.53
2014-11-17,5.8,87.93
2014-11-18,5.8,87.58
2014-11-19,5.8,87.65
2014-11-20,5.8,87.59
2014-11-21,5.8,88.31
2014-11-22,5.8,88.31
2014-11-23,5.8,88.31
2014-11-24,5.8,88.15
2014-11-25,5.8,87.92
2014-11-26,5.8,87.61
2014-11-27,5.8,87.61
2014-11-28,5.8,88.36
2014-11-29,5.8,88.36
2014-11-30,5.8,88.36
2014-12-01,5.6,87.95
2014-12-02,5.6,88.65
2014-12-03,5.6,88.96
2014-12-04,5.6,88.7
2014-12-05,5.6,89.33
2014-12-06,5.6,89.33
2014-12-07,5.6,89.33
2014-12-08,5.6,89.04
2014-12-09,5.6,88.69
2014-12-10,5.6,88.27
2014-12-11,5.6,88.66
2014-12-12,5.6,88.36
2014-12-13,5.6,88.36
2014-12-14,5.6,88.36
2014-12-15,5.6,88.46
2014-12-16,5.6,88.12
2014-12-17,5.6,89.13
2014-12-18,5.6,89.23
2014-12-19,5.6,89.6
2014-12-20,5.6,89.6
2014-12-21,5.6,89.6
2014-12-22,5.6,89.77
2014-12-23,5.6,90.06
2014-12-24,5.6,89.97
