,Date,Open,High,Low,Close,Volume,Market_Cap,Spread,Month_Year,Unemployment_Percentage,USDI,Y_Average,DOW_Close,NASDAQ_Close,SP500_Close,Average_Close
661,2015-02-18,243.78,244.25,232.34,236.33,25200800.0,3273812262.0,11.91,2015-02,5.5,94.2,239.175,18029.84961,4906.359863000001,2099.679932,8345.296468333334
662,2015-02-19,236.41,242.67,235.59,240.28,18270500.0,3329631566.0,7.08,2015-02,5.5,94.4,238.73749999999998,17985.76953,4924.700195,2097.449951,8335.973225333333
663,2015-02-20,240.25,247.1,239.3,243.78,23876700.0,3379032908.0,7.8,2015-02,5.5,94.34,242.60750000000002,18140.43945,4955.970215,2110.300049,8402.236571333335
666,2015-02-23,235.99,240.11,232.42,238.89,16400000.0,3313897879.0,7.69,2015-02,5.5,94.57,236.8525,18116.83984,4960.970215,2109.659912,8395.823322333334
667,2015-02-24,239.0,239.9,236.4,238.74,14200400.0,3312489904.0,3.5,2015-02,5.5,94.49,238.51,18209.18945,4968.120117,2115.47998,8430.929849000002
668,2015-02-25,238.89,239.34,235.53,237.47,11496200.0,3295875814.0,3.81,2015-02,5.5,94.21,237.8075,18224.57031,4967.140136999999,2113.860107,8435.190184666666
669,2015-02-26,237.34,237.71,234.26,236.43,13619400.0,3282272605.0,3.45,2015-02,5.5,95.29,236.435,18214.41992,4987.890136999999,2110.73999,8437.683348999999
670,2015-02-27,236.44,256.65,236.44,253.83,44013900.0,3524820596.0,20.21,2015-02,5.5,95.32,245.84,18132.69922,4963.529785,2104.5,8400.243001666666
673,2015-03-02,260.36,276.3,258.31,275.67,40465700.0,3831178959.0,17.99,2015-03,5.4,95.46,267.66,18288.63086,5008.100098,2117.389893,8471.373617
674,2015-03-03,275.05,285.8,268.16,281.7,50461300.0,3916108523.0,17.64,2015-03,5.4,95.38,277.6775,18203.36914,4979.899902,2107.780029,8430.349690333334
675,2015-03-04,281.99,284.23,268.13,273.09,41383000.0,3797385224.0,16.1,2015-03,5.4,95.97,276.86,18096.90039,4967.140136999999,2098.530029,8387.523518666667
676,2015-03-05,272.74,281.67,264.77,276.18,41302400.0,3841201000.0,16.9,2015-03,5.4,96.38,273.84000000000003,18135.7207,4982.810059,2101.040039,8406.523599333334
677,2015-03-06,275.6,277.61,270.02,272.72,28918900.0,3794156466.0,7.59,2015-03,5.4,97.61,273.9875,17856.7793,4927.370117,2071.26001,8285.136475666666
680,2015-03-09,274.81,292.7,273.89,289.61,59178200.0,4032241702.0,18.81,2015-03,5.4,97.59,282.7525,17995.7207,4942.439941,2079.429932,8339.196857666668
681,2015-03-10,289.86,300.04,289.74,291.76,67770800.0,4063305050.0,10.3,2015-03,5.4,98.62,292.85,17662.93945,4859.790039,2044.160034,8188.963174333334
682,2015-03-11,291.52,297.39,290.51,296.38,33963900.0,4128796573.0,6.88,2015-03,5.4,99.8,293.95,17635.39063,4849.939941,2040.2399899999998,8175.190187
683,2015-03-12,296.13,297.09,292.41,294.35,32585200.0,4101535995.0,4.68,2015-03,5.4,99.44,294.995,17895.2207,4893.290039,2065.949951,8284.82023
684,2015-03-13,294.12,294.5,285.34,285.34,31421500.0,3976948638.0,9.16,2015-03,5.4,100.33,289.825,17749.31055,4871.759765999999,2053.399902,8224.823406
687,2015-03-16,285.68,294.11,285.68,290.59,21516100.0,4053198429.0,8.43,2015-03,5.4,99.6,289.015,17977.41992,4929.509765999999,2081.189941,8329.373209
688,2015-03-17,290.6,292.36,284.37,285.51,21497200.0,3983144494.0,7.99,2015-03,5.4,99.58,288.21000000000004,17849.08008,4937.430176,2074.280029,8286.930095000002
689,2015-03-18,285.07,285.34,249.87,256.3,57008000.0,3576671767.0,35.47,2015-03,5.4,98.55,269.145,18076.18945,4982.830078,2099.5,8386.173176
690,2015-03-19,255.88,264.24,248.64,260.93,52732000.0,3642156965.0,15.6,2015-03,5.4,99.26,257.4225,17959.0293,4992.379883,2089.27002,8346.893067666666
691,2015-03-20,260.96,264.85,259.16,261.75,18456700.0,3654506819.0,5.69,2015-03,5.4,97.91,261.68,18127.65039,5026.419922,2108.100098,8420.723469999999
694,2015-03-23,267.89,277.3,261.74,266.74,22811900.0,3727111341.0,15.56,2015-03,5.4,97.03,268.4175,18116.03906,5010.970215,2104.419922,8410.476399000001
695,2015-03-24,266.58,267.0,244.15,245.6,40073700.0,3432718154.0,22.85,2015-03,5.4,97.19,255.83249999999998,18011.14063,4994.72998,2091.5,8365.790203333334
696,2015-03-25,247.47,249.19,236.51,246.2,35866900.0,3442129496.0,12.68,2015-03,5.4,96.98,244.84249999999997,17718.53906,4876.52002,2061.050049,8218.703043
697,2015-03-26,246.28,254.35,244.9,248.53,25730000.0,3475701380.0,9.45,2015-03,5.4,97.44,248.515,17678.23047,4863.359863000001,2056.149902,8199.246745
698,2015-03-27,248.57,256.81,245.21,247.03,17274900.0,3455731911.0,11.6,2015-03,5.4,97.29,249.405,17712.66016,4891.220215,2061.02002,8221.633465
701,2015-03-30,242.88,249.24,239.21,247.53,23009600.0,3465419693.0,10.03,2015-03,5.4,97.97,244.715,17976.31055,4947.439941,2086.23999,8336.663493666667
702,2015-03-31,247.45,248.73,242.74,244.22,22672000.0,3420112896.0,5.99,2015-03,5.4,98.36,245.785,17776.11914,4900.879883,2067.889893,8248.296305333331
703,2015-04-01,244.22,247.54,241.16,247.27,22877200.0,3463619267.0,6.38,2015-04,5.4,98.19,245.04749999999999,17698.17969,4880.22998,2059.689941,8212.699870333334
704,2015-04-02,247.09,254.46,245.42,253.01,26272600.0,3544973232.0,9.04,2015-04,5.4,97.44,249.995,17763.24023,4886.939941,2066.959961,8239.046710666667
708,2015-04-06,260.72,261.8,254.57,255.49,20034200.0,3583466919.0,7.23,2015-04,5.4,96.78,258.145,17880.84961,4917.319824,2080.6201170000004,8292.929850333334
709,2015-04-07,255.27,255.8,252.21,253.18,18467400.0,3552014128.0,3.59,2015-04,5.4,97.83,254.115,17875.41992,4910.22998,2076.330078,8287.326659333334
710,2015-04-08,253.06,253.85,244.21,245.02,30086400.0,3438326345.0,9.64,2015-04,5.4,97.94,249.035,17902.50977,4950.819824,2081.899902,8311.743165333335
711,2015-04-09,244.75,246.12,239.4,243.68,21643500.0,3420248520.0,6.72,2015-04,5.4,99.16,243.4875,17958.73047,4974.560059,2091.179932,8341.490153666666
712,2015-04-10,243.69,243.69,232.77,236.07,28882000.0,3314409567.0,10.92,2015-04,5.4,99.34,239.055,18057.65039,4995.97998,2102.060059,8385.230142999999
715,2015-04-13,235.95,236.93,222.0,224.59,31181800.0,3155548414.0,14.93,2015-04,5.4,99.49,229.8675,17977.03906,4988.25,2092.429932,8352.572997333333
716,2015-04-14,224.76,224.98,216.32,219.16,31719000.0,3080098939.0,8.66,2015-04,5.4,98.73,221.30499999999998,18036.69922,4977.290039,2095.840088,8369.943115666667
717,2015-04-15,219.07,223.83,218.65,223.83,22562000.0,3146465248.0,5.18,2015-04,5.4,98.32,221.345,18112.60938,5011.02002,2106.6298829999996,8410.086427666667
718,2015-04-16,223.92,229.67,223.92,228.57,24805400.0,3213884952.0,5.75,2015-04,5.4,97.42,226.51999999999998,18105.76953,5007.790039,2104.98999,8406.183186333334
719,2015-04-17,228.57,228.91,221.94,222.88,20429800.0,3134573444.0,6.97,2015-04,5.4,97.52,225.57500000000002,17826.30078,4931.810059,2081.179932,8279.763590333334
722,2015-04-20,222.61,226.35,221.98,224.63,18364700.0,3161599719.0,4.37,2015-04,5.4,97.94,223.8925,18034.92969,4994.600098,2100.399902,8376.64323
723,2015-04-21,224.62,235.27,224.3,235.27,24978000.0,3312299315.0,10.97,2015-04,5.4,98.0,229.865,17949.58984,5014.100098,2097.290039,8353.659992333332
724,2015-04-22,235.6,237.91,233.48,234.18,23847900.0,3297795229.0,4.43,2015-04,5.4,97.93,235.29250000000002,18038.26953,5035.169922,2107.959961,8393.799804333334
725,2015-04-23,234.05,236.48,233.2,236.46,17036000.0,3330762351.0,3.28,2015-04,5.4,97.28,235.0475,18058.68945,5056.060059,2112.929932,8409.226480333333
726,2015-04-24,235.97,236.3,229.93,231.27,21448700.0,3258311725.0,6.37,2015-04,5.4,96.92,233.3675,18080.14063,5092.080078,2117.689941,8429.970216333333
729,2015-04-27,219.43,233.3,218.02,229.29,38574000.0,3232938332.0,15.28,2015-04,5.4,96.77,225.01,18037.9707,5060.25,2108.919922,8402.380207333334
730,2015-04-28,228.97,229.49,223.07,225.85,21469200.0,3185425042.0,6.42,2015-04,5.4,96.09,226.845,18110.14063,5055.419922,2114.76001,8426.773520666668
731,2015-04-29,225.59,227.04,223.43,225.81,18936500.0,3185479101.0,3.61,2015-04,5.4,95.21,225.46749999999997,18035.5293,5023.640136999999,2106.850098,8388.673178333333
732,2015-04-30,225.69,239.56,224.99,236.15,33818600.0,3332094504.0,14.57,2015-04,5.4,94.6,231.5975,17840.51953,4941.419922,2085.51001,8289.149820666667
733,2015-05-01,235.94,238.97,232.08,232.08,18815300.0,3275574610.0,6.89,2015-05,5.6,95.3,234.7675,18024.06055,5005.390136999999,2108.290039,8379.246908666666
736,2015-05-04,240.36,242.64,237.81,239.02,21223400.0,3375997790.0,4.83,2015-05,5.6,95.48,239.95749999999998,18070.40039,5016.930176,2114.48999,8400.606851999999
737,2015-05-05,238.85,239.2,232.05,236.12,23929100.0,3335976518.0,7.15,2015-05,5.6,95.08,236.55499999999998,17928.19922,4939.330078,2089.459961,8318.996419666666
738,2015-05-06,236.25,236.45,229.23,229.78,29587200.0,3247353903.0,7.22,2015-05,5.6,94.09,232.92749999999998,17841.98047,4919.640136999999,2080.149902,8280.590169666666
739,2015-05-07,229.66,239.1,228.57,237.33,29064400.0,3354923757.0,10.53,2015-05,5.6,94.64,233.665,17924.06055,4945.540039,2088.0,8319.200196333333
740,2015-05-08,237.2,246.27,236.27,243.86,27445500.0,3448119178.0,10.0,2015-05,5.6,94.79,240.9,18191.10938,5003.549805,2116.100098,8436.919761
743,2015-05-11,240.3,244.27,239.38,242.16,20892300.0,3426529646.0,4.89,2015-05,5.6,95.01,241.5275,18105.16992,4993.569824,2105.330078,8401.356607333333
744,2015-05-12,242.15,242.88,240.1,241.11,19282600.0,3412644998.0,2.78,2015-05,5.6,94.53,241.56,18068.23047,4976.189941,2099.1201170000004,8381.180176
745,2015-05-13,241.4,243.7,235.04,236.38,27180100.0,3346584200.0,8.66,2015-05,5.6,93.62,239.13,18060.49023,4981.689941,2098.47998,8380.220050333333
746,2015-05-14,236.21,237.8,234.06,236.93,24413700.0,3355311496.0,3.74,2015-05,5.6,93.46,236.25,18252.24023,5050.799805,2121.100098,8474.713377666665
747,2015-05-15,236.96,238.75,236.79,237.6,16329400.0,3365752047.0,1.96,2015-05,5.6,93.14,237.525,18272.56055,5048.290039,2122.72998,8481.193523
750,2015-05-18,236.89,237.21,232.46,233.13,16780300.0,3304944920.0,4.75,2015-05,5.6,94.22,234.9225,18298.88086,5078.439941,2129.199951,8502.173584
751,2015-05-19,233.04,234.15,231.82,231.95,14241900.0,3288950473.0,2.33,2015-05,5.6,95.27,232.74,18312.39063,5070.029785,2127.830078,8503.416831
752,2015-05-20,231.89,234.68,231.84,234.02,15499400.0,3319170901.0,2.84,2015-05,5.6,95.45,233.1075,18285.40039,5071.740234000001,2125.850098,8494.330240666666
753,2015-05-21,234.02,236.24,233.84,235.34,15108900.0,3338890048.0,2.4,2015-05,5.6,95.25,234.86,18285.74023,5090.790039,2130.820068,8502.450112333334
754,2015-05-22,235.32,240.97,235.06,240.35,27003000.0,3410712372.0,5.91,2015-05,5.6,96.11,237.92499999999998,18232.01953,5089.359863000001,2126.060059,8482.479817333335
758,2015-05-26,237.1,238.24,235.69,237.12,16425000.0,3368066799.0,2.55,2015-05,5.6,97.3,237.0375,18041.53906,5032.75,2104.199951,8392.829670333333
759,2015-05-27,237.07,238.64,236.7,237.28,18837000.0,3371257543.0,1.94,2015-05,5.6,97.37,237.42249999999999,18162.99023,5106.589844,2123.47998,8464.353351333333
760,2015-05-28,237.26,237.82,236.65,237.41,13829600.0,3373816958.0,1.17,2015-05,5.6,96.97,237.285,18126.11914,5097.97998,2120.790039,8448.296386333333
761,2015-05-29,237.38,237.52,235.73,237.1,14805000.0,3370295930.0,1.79,2015-05,5.6,96.91,236.9325,18010.67969,5070.029785,2107.389893,8396.033122666666
764,2015-06-01,230.23,231.71,221.3,222.93,26090500.0,3171172508.0,10.41,2015-06,5.3,97.39,226.54250000000002,18040.36914,5082.930176,2111.72998,8411.676431999998
765,2015-06-02,222.89,226.42,222.42,225.8,20459000.0,3212962177.0,4.0,2015-06,5.3,95.83,224.3825,18011.93945,5076.52002,2109.600098,8399.353189333333
766,2015-06-03,225.74,227.4,223.93,225.87,17752400.0,3214774292.0,3.47,2015-06,5.3,95.47,225.73499999999999,18076.26953,5099.22998,2114.070068,8429.856526000001
767,2015-06-04,225.77,226.58,224.05,224.32,14728100.0,3193504505.0,2.53,2015-06,5.3,95.46,225.18,17905.58008,5059.120117,2095.840088,8353.513428333334
768,2015-06-05,224.15,225.97,223.18,224.95,18056500.0,3203220875.0,2.79,2015-06,5.3,96.31,224.5625,17849.46094,5068.459961,2092.830078,8336.916993
771,2015-06-08,222.88,229.46,222.84,228.49,23378400.0,3256350969.0,6.62,2015-06,5.3,95.3,225.91750000000002,17766.55078,5021.629883,2079.280029,8289.153564
772,2015-06-09,228.54,230.95,227.93,229.05,28353100.0,3265176585.0,3.02,2015-06,5.3,95.17,229.1175,17764.03906,5013.870117,2080.149902,8286.019693
773,2015-06-10,228.99,229.78,228.01,228.8,15904800.0,3262644979.0,1.77,2015-06,5.3,94.65,228.89499999999998,18000.40039,5076.689941,2105.199951,8394.096760666665
774,2015-06-11,228.85,230.29,228.77,229.71,14416000.0,3276293900.0,1.52,2015-06,5.3,94.98,229.405,18039.36914,5082.509765999999,2108.860107,8410.246337666666
775,2015-06-12,229.71,231.06,229.31,229.98,14017700.0,3281061201.0,1.75,2015-06,5.3,94.97,230.015,17898.83984,5051.100098,2094.110107,8348.016681666666
778,2015-06-15,233.42,237.84,233.42,236.82,19912100.0,3381329191.0,4.42,2015-06,5.3,94.81,235.375,17791.16992,5029.970215,2084.429932,8301.856689
779,2015-06-16,236.76,251.74,236.12,250.9,41612000.0,3582987588.0,15.62,2015-06,5.3,95.0,243.88,17904.48047,5055.549805,2096.290039,8352.106771333332
780,2015-06-17,250.82,256.85,246.48,249.28,43858400.0,3560953387.0,10.37,2015-06,5.3,94.3,250.8575,17935.74023,5064.879883,2100.439941,8367.020018
781,2015-06-18,249.43,252.11,244.13,249.01,30980200.0,3557986321.0,7.98,2015-06,5.3,94.04,248.67000000000002,18115.83984,5132.950195,2121.23999,8456.676675
782,2015-06-19,249.04,250.98,243.79,244.61,23965300.0,3495994564.0,7.19,2015-06,5.3,94.08,247.105,18015.94922,5117.0,2109.98999,8414.313069999998
785,2015-06-22,243.97,247.92,243.78,246.99,17692500.0,3532599174.0,4.14,2015-06,5.3,94.33,245.665,18119.7793,5153.970215,2122.850098,8465.533204333333
786,2015-06-23,246.93,247.3,243.13,244.3,15108700.0,3494929113.0,4.17,2015-06,5.3,95.43,245.41500000000002,18144.07031,5160.089844,2124.199951,8476.120034999998
787,2015-06-24,244.28,244.34,240.51,240.51,17344900.0,3441763637.0,3.83,2015-06,5.3,95.26,242.41,17966.07031,5122.410156,2108.580078,8399.020181333333
788,2015-06-25,240.37,243.33,240.37,242.8,16133100.0,3475370256.0,2.96,2015-06,5.3,95.19,241.71750000000003,17890.35938,5112.189941,2102.310059,8368.286460000001
789,2015-06-26,242.6,243.75,241.55,243.59,13983500.0,3487699724.0,2.2,2015-06,5.3,95.47,242.87250000000003,17946.67969,5080.509765999999,2101.48999,8376.226482
792,2015-06-29,248.72,257.17,248.58,257.06,34742900.0,3683193712.0,8.59,2015-06,5.3,94.79,252.8825,17596.34961,4958.470215,2057.639893,8204.153239333335
793,2015-06-30,257.04,267.87,255.95,263.07,44533800.0,3770229522.0,11.92,2015-06,5.3,95.48,260.9825,17619.50977,4986.870117,2063.110107,8223.163331333335
794,2015-07-01,263.35,265.17,255.77,258.62,27029800.0,3707306173.0,9.4,2015-07,5.2,96.31,260.72749999999996,17757.91016,5013.120117,2077.419922,8282.816733
795,2015-07-02,258.55,261.63,254.12,255.41,21551900.0,3662295200.0,7.51,2015-07,5.2,96.11,257.4275,17730.10938,5009.209961,2076.780029,8272.033123333335
799,2015-07-06,271.11,277.42,267.6,269.03,49154800.0,3861831490.0,9.82,2015-07,5.2,96.3,271.28999999999996,17683.58008,4991.939941,2068.76001,8248.093343666667
800,2015-07-07,269.96,271.34,264.83,266.21,28857600.0,3822200106.0,6.51,2015-07,5.2,96.86,268.085,17776.91016,4997.459961,2081.340088,8285.236736333334
801,2015-07-08,265.98,272.97,264.39,270.79,36980200.0,3889020940.0,8.58,2015-07,5.2,96.29,268.5325,17515.41992,4909.759765999999,2046.680054,8157.28658
802,2015-07-09,270.83,272.33,267.09,269.23,40301200.0,3867547719.0,5.24,2015-07,5.2,96.61,269.87,17548.61914,4922.399902,2051.310059,8174.109700333333
803,2015-07-10,269.16,294.59,268.8,284.89,100390000.0,4093705987.0,25.79,2015-07,5.2,96.03,279.36,17760.41016,4997.700195,2076.6201170000004,8278.243490666668
806,2015-07-13,310.83,310.95,281.01,292.05,62053900.0,4199736520.0,29.94,2015-07,5.2,96.86,298.71,17977.67969,5071.509765999999,2099.600098,8382.929851333332
807,2015-07-14,292.03,296.15,286.64,287.46,28727200.0,4134767190.0,9.51,2015-07,5.2,96.64,290.57,18053.58008,5104.890136999999,2108.949951,8422.473389333332
808,2015-07-15,288.05,293.25,285.37,285.83,27486600.0,4112343300.0,7.88,2015-07,5.2,97.17,288.125,18050.16992,5098.939941,2107.399902,8418.836587666667
809,2015-07-16,286.04,291.18,275.24,278.09,49482600.0,4001916229.0,15.94,2015-07,5.2,97.67,282.6375,18120.25,5163.180176,2124.290039,8469.240071666667
810,2015-07-17,278.09,280.28,272.04,279.47,27591400.0,4022845730.0,8.24,2015-07,5.2,97.86,277.46999999999997,18086.44922,5210.140136999999,2126.639893,8474.409749999999
813,2015-07-20,273.5,278.98,272.96,278.98,22711400.0,4018965413.0,6.02,2015-07,5.2,98.03,276.105,18100.41016,5218.859863000001,2128.280029,8482.516684
814,2015-07-21,278.88,280.55,275.42,275.83,22930700.0,3974491489.0,5.13,2015-07,5.2,97.33,277.67,17919.28906,5208.120117,2119.209961,8415.539712666667
815,2015-07-22,275.66,277.67,274.38,277.22,19389800.0,3995572964.0,3.29,2015-07,5.2,97.6,276.2325,17851.03906,5171.77002,2114.149902,8378.986327333334
816,2015-07-23,277.34,278.11,275.72,276.05,18531300.0,3979625902.0,2.39,2015-07,5.2,97.11,276.805,17731.91992,5146.410156,2102.149902,8326.826659333334
817,2015-07-24,276.01,289.25,275.25,288.28,37199400.0,4157148934.0,14.0,2015-07,5.2,97.24,282.1975,17568.5293,5088.629883,2079.649902,8245.603028333333
820,2015-07-27,292.64,297.77,287.45,293.62,30592000.0,4237522843.0,10.32,2015-07,5.2,96.5,292.87,17440.58984,5039.779785,2067.639893,8182.669839333333
821,2015-07-28,293.63,296.65,293.42,294.43,25453600.0,4250112630.0,3.23,2015-07,5.2,96.77,294.5325,17630.26953,5089.209961,2093.25,8270.909830333334
822,2015-07-29,294.48,294.54,288.78,289.59,24672600.0,4181390010.0,5.76,2015-07,5.2,96.98,291.84749999999997,17751.39063,5111.72998,2108.570068,8323.896892666668
823,2015-07-30,289.1,290.13,286.57,287.72,21635800.0,4155381827.0,3.56,2015-07,5.2,97.56,288.38,17745.98047,5128.779785,2108.6298829999996,8327.796712666664
824,2015-07-31,287.7,288.96,282.34,284.65,23629100.0,4112089481.0,6.62,2015-07,5.2,97.34,285.9125,17689.85938,5128.279785,2103.840088,8307.326417666667
827,2015-08-03,282.81,285.47,280.23,281.23,21474100.0,4065895598.0,5.24,2015-08,5.1,97.49,282.435,17598.19922,5115.379883,2098.040039,8270.539713999999
828,2015-08-04,281.23,285.71,281.23,285.22,21908700.0,4124558889.0,4.48,2015-08,5.1,97.93,283.3475,17550.68945,5105.549805,2093.320068,8249.853107666668
829,2015-08-05,284.85,285.5,281.49,281.88,20128000.0,4077254001.0,4.01,2015-08,5.1,97.96,283.43,17540.4707,5139.939941,2099.840088,8260.083576333334
830,2015-08-06,281.91,281.91,278.4,278.58,18792100.0,4030445072.0,3.51,2015-08,5.1,97.83,280.2,17419.75,5056.439941,2083.560059,8186.583333333333
831,2015-08-07,278.74,280.39,276.37,279.58,42484800.0,4045993359.0,4.02,2015-08,5.1,97.56,278.77,17373.38086,5043.540039,2077.570068,8164.830322333334
834,2015-08-10,265.48,267.03,262.6,264.47,20979400.0,3830352069.0,4.43,2015-08,5.1,97.16,264.895,17615.16992,5101.799805,2104.179932,8273.716552333333
835,2015-08-11,264.34,270.39,264.09,270.39,25433900.0,3917142819.0,6.3,2015-08,5.1,97.29,267.3025,17402.83984,5036.790039,2084.070068,8174.566649
836,2015-08-12,270.6,270.67,265.47,266.38,26815400.0,3859888131.0,5.2,2015-08,5.1,96.26,268.28,17402.50977,5044.390136999999,2086.050049,8177.6499853333335
837,2015-08-13,266.18,266.23,262.84,264.08,27685500.0,3827588724.0,3.39,2015-08,5.1,96.44,264.8325,17408.25,5033.560059,2083.389893,8175.066650666667
838,2015-08-14,264.13,267.47,261.48,265.68,27091200.0,3851715726.0,5.99,2015-08,5.1,96.52,264.69,17477.40039,5048.240234000001,2091.540039,8205.726887666666
841,2015-08-17,258.49,260.51,257.12,257.98,21617900.0,3742748055.0,3.39,2015-08,5.1,96.81,258.525,17545.17969,5091.700195,2102.439941,8246.439942
842,2015-08-18,257.93,257.99,211.08,211.08,42147200.0,3063104570.0,46.91,2015-08,5.1,97.04,234.52000000000004,17511.33984,5059.350098,2096.919922,8222.53662
843,2015-08-19,225.67,237.41,222.77,226.68,60869200.0,3290448603.0,14.64,2015-08,5.1,96.36,228.1325,17348.73047,5019.049805,2079.610107,8149.130127333333
844,2015-08-20,226.9,237.37,226.9,235.35,32275000.0,3417123139.0,10.47,2015-08,5.1,95.98,231.63,16990.68945,4877.490234000001,2035.72998,7967.9698880000005
845,2015-08-21,235.35,236.43,231.72,232.57,23173800.0,3377704243.0,4.71,2015-08,5.1,95.01,234.01749999999998,16459.75,4706.040039,1970.890015,7712.226684666667
848,2015-08-24,228.11,228.14,210.44,210.49,59220700.0,3059460627.0,17.7,2015-08,5.1,93.33,219.29500000000002,15871.34961,4526.25,1893.209961,7430.269856999999
849,2015-08-25,210.07,226.32,199.57,221.61,61089200.0,3221751642.0,26.75,2015-08,5.1,94.53,214.3925,15666.44043,4506.490234000001,1867.609985,7346.846882999999
850,2015-08-26,222.08,231.18,220.2,225.83,31808000.0,3284040048.0,10.98,2015-08,5.1,95.1,224.82250000000002,16285.509769999999,4697.540039,1940.5100100000002,7641.186606333334
851,2015-08-27,226.05,228.64,223.68,224.77,21905400.0,3269360632.0,4.96,2015-08,5.1,95.61,225.785,16654.76953,4812.709961,1987.660034,7818.379841666668
852,2015-08-28,224.7,235.22,220.93,231.4,31336600.0,3366649823.0,14.29,2015-08,5.1,96.11,228.06249999999997,16643.00977,4828.319824,1988.869995,7820.0665296666675
855,2015-08-31,229.11,231.96,225.91,230.06,20710700.0,3349845416.0,6.05,2015-08,5.1,95.82,229.26,16528.0293,4776.509765999999,1972.180054,7758.906373333332
856,2015-09-01,230.26,231.22,226.86,228.12,20575200.0,3322548147.0,4.36,2015-09,5.0,95.45,229.115,16058.34961,4636.100098,1913.8499760000002,7536.099894666667
857,2015-09-02,228.03,230.58,226.48,229.28,18760400.0,3340404203.0,4.1,2015-09,5.0,95.83,228.5925,16351.37988,4749.97998,1948.859985,7683.406615
858,2015-09-03,229.32,229.6,226.67,227.18,17482000.0,3310618588.0,2.93,2015-09,5.0,96.41,228.1925,16374.759769999999,4733.5,1951.130005,7686.463258333332
859,2015-09-04,227.21,230.9,227.05,230.3,20962400.0,3356910010.0,3.85,2015-09,5.0,96.23,228.865,16102.37988,4683.919922,1921.219971,7569.173257666666
863,2015-09-08,239.85,245.78,239.68,243.61,26879200.0,3554439286.0,6.1,2015-09,5.0,95.98,242.23,16492.67969,4811.930176,1969.410034,7758.006633333333
864,2015-09-09,243.41,244.42,237.82,238.17,23635700.0,3475960739.0,6.6,2015-09,5.0,96.01,240.95499999999998,16253.57031,4756.529785,1942.040039,7650.7133779999995
865,2015-09-10,238.34,241.29,235.79,238.48,21215500.0,3481466104.0,5.5,2015-09,5.0,95.46,238.475,16330.40039,4796.25,1952.290039,7692.980143000001
866,2015-09-11,238.33,241.17,238.33,240.11,19224700.0,3506204486.0,2.84,2015-09,5.0,95.19,239.485,16433.08984,4822.339844,1961.050049,7738.826577666668
869,2015-09-14,230.61,232.44,227.96,230.64,20997800.0,3370579521.0,4.48,2015-09,5.0,95.25,230.4125,16370.95996,4805.759765999999,1953.030029,7709.916585
870,2015-09-15,230.49,259.18,229.82,230.3,19177800.0,3366532054.0,29.36,2015-09,5.0,95.61,237.4475,16599.84961,4860.52002,1978.089966,7812.819865333334
871,2015-09-16,230.25,231.21,227.4,229.09,20144200.0,3349613966.0,3.81,2015-09,5.0,95.42,229.4875,16739.94922,4889.240234000001,1995.310059,7874.833170999999
872,2015-09-17,229.08,230.29,228.93,229.81,18935400.0,3360247349.0,1.36,2015-09,5.0,94.55,229.52749999999997,16674.74023,4893.950195,1990.199951,7852.963458666666
873,2015-09-18,233.52,234.35,232.18,232.98,20242200.0,3408098085.0,2.17,2015-09,5.0,94.86,233.2575,16384.58008,4827.22998,1958.030029,7723.280029666667
876,2015-09-21,231.22,231.22,226.52,227.09,19678800.0,3324121324.0,4.7,2015-09,5.0,95.89,229.01250000000002,16510.18945,4828.950195,1966.969971,7768.703205333334
877,2015-09-22,226.97,232.39,225.12,230.62,25009300.0,3376737583.0,7.27,2015-09,5.0,96.28,228.775,16330.46973,4756.720215,1942.7399899999998,7676.643311666667
878,2015-09-23,230.94,231.84,229.59,230.28,17254100.0,3372747846.0,2.25,2015-09,5.0,96.07,230.6625,16279.88965,4752.740234000001,1938.7600100000002,7657.129964666668
879,2015-09-24,230.36,235.65,230.29,234.53,25097800.0,3435744312.0,5.36,2015-09,5.0,96.69,232.70749999999998,16201.32031,4734.47998,1932.2399899999998,7622.6800933333325
880,2015-09-25,234.36,237.43,233.68,235.14,22363600.0,3445723754.0,3.75,2015-09,5.0,96.27,235.1525,16314.669919999998,4686.5,1931.339966,7644.169962
883,2015-09-28,232.84,239.34,232.47,239.14,24713000.0,3506933730.0,6.87,2015-09,5.0,96.03,235.9475,16001.88965,4543.970215,1881.77002,7475.8766283333325
884,2015-09-29,239.02,239.8,235.93,236.69,22691300.0,3471967520.0,3.87,2015-09,5.0,95.86,237.86,16049.12988,4517.319824,1884.089966,7483.5132233333325
885,2015-09-30,236.64,237.73,235.63,236.06,19743500.0,3463625759.0,2.1,2015-09,5.0,96.35,236.515,16284.7002,4620.160156,1920.030029,7608.296794999999
886,2015-10-01,236.0,238.45,235.62,237.55,20488800.0,3486370082.0,2.83,2015-10,5.0,96.19,236.90499999999997,16272.009769999999,4627.080078,1923.819946,7607.636598
887,2015-10-02,237.26,238.54,236.6,237.29,19677900.0,3483431578.0,1.94,2015-10,5.0,95.83,237.42249999999999,16472.36914,4707.779785,1951.359985,7710.502969999999
890,2015-10-05,238.15,240.38,237.04,240.38,23335900.0,3531508720.0,3.34,2015-10,5.0,96.11,238.98749999999998,16776.42969,4781.259765999999,1987.050049,7848.246501666667
